,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,konu,tweet_id,dil,majority_decision,tweet_text_clean
13751,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",7,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,@hasancanaydgd @ay_moon_ay Haklısın o yüzden CHPPKK dan fetocü piclere oy vermiyoruz by by ermeni kemal 🤫,Armenian,1658148962992259072,Türkçe,Ermeni Karşıtı,  Haklısın o yüzden CHPPKK dan fetocü piclere oy vermiyoruz by by ermeni kemal 🤫
13754,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,Türk bayrağı ve türklükle doğrudan sorunu olduğunu söyleyen Hizbullahçılara oy verdiniz. Suriyelileri gönderecez diyenlere değil Suriyeliler bir yere gitmiyor diyenlere oy verdiniz. Sizin milliyetçiliğiniz sadece kürtlere. Ülke arap tabelasıyla doldu ses yok milliyetçilermiş,Arabian,1658148981422140928,Türkçe,Arap Karşıtı,Türk bayrağı ve türklükle doğrudan sorunu olduğunu söyleyen Hizbullahçılara oy verdiniz. Suriyelileri gönderecez diyenlere değil Suriyeliler bir yere gitmiyor diyenlere oy verdiniz. Sizin milliyetçiliğiniz sadece kürtlere. Ülke arap tabelasıyla doldu ses yok milliyetçilermiş
13757,['Country/Nationality'],1,['Symbolization'],,نستغرب من اوغلو ومن الشعب التركي لما يصرح به في ترحيل 4 مليون سوري الى بلادهم اليس هذا عدلا تركو بلادهم بسبب الحرب اللي اكلت الاخضر واليابس,Arabic,1658149039236341764,,Anti-Immigrant/Refugee,نستغرب من اوغلو ومن الشعب التركي لما يصرح به في ترحيل 4 مليون سوري الى بلادهم اليس هذا عدلا تركو بلادهم بسبب الحرب اللي اكلت الاخضر واليابس
13760,"['Irk/Etnik Köken', 'Ülke/Milliyet']",5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,@_bora_1905 @ozgetargaryen kimse fark atmaktan soz etmedi atarsa da saibeli bora ronaldonun arap ligine gittigine uzuldugun kadar turkiyenin de arap/hizbullahcilarin eline dusmesine uzulseydin keske,Arabian,1658149317520110080,Türkçe,Arap Karşıtı,  kimse fark atmaktan soz etmedi atarsa da saibeli bora ronaldonun arap ligine gittigine uzuldugun kadar turkiyenin de arap/hizbullahcilarin eline dusmesine uzulseydin keske
13763,"['Irk/Etnik Köken', 'Din', 'Hedef grup birden fazla.']",10,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Yok,"Kılıçdaroğlu, 1) 'Apo'yu serbest bırakacak, PKK ile birlikte' 2) Alevi olması sorun değil ama Ermeni'ymiş. Orta Anadolu seçmeni kendisine bu yüzden oy vermemiş. Diğerine mecburen bu yüzden vermişler, yoksa memnun değillermiş. Durum bu.",Alevi,1658149339099803904,Türkçe,Alevi Karşıtı,"Kılıçdaroğlu, 1) 'Apo'yu serbest bırakacak, PKK ile birlikte' 2) Alevi olması sorun değil ama Ermeni'ymiş. Orta Anadolu seçmeni kendisine bu yüzden oy vermemiş. Diğerine mecburen bu yüzden vermişler, yoksa memnun değillermiş. Durum bu."
13766,['Cinsel Yönelim'],4,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,"@lillwsh İstanbul sözleşmesini kabul etmiyorum tarihten bu yana geleneklerimiz aile  hukukumuzu bozacak sapkın zihniyetlerin islam ağırlıklı olan ülkede işi olamaz. 
Dinde kimse kimseyi zorlamıyor bunuda tayyipten bilirsiniz. Herkes istediği gibi takılıyor.",LGBTI+,1658150332675895040,Türkçe,LGBTI+ Karşıtı," İstanbul sözleşmesini kabul etmiyorum tarihten bu yana geleneklerimiz aile  hukukumuzu bozacak sapkın zihniyetlerin islam ağırlıklı olan ülkede işi olamaz. 
Dinde kimse kimseyi zorlamıyor bunuda tayyipten bilirsiniz. Herkes istediği gibi takılıyor."
13769,['Irk/Etnik Köken'],2,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Yok,"@championoneday @secimtr2023 Kendi milletimden artık  midem bulanıyor,inancım kalmadı dempremde cebimdeki son kurusa kadar yardim ettim.kefesinsiz, toplu olarak gomulenlere bile uzulmediler,oylarıyla ülkeyi bitirdiler,bu secimi ülkeye yerleşen yabancılar kazandı, millette arap goy goyculari armağan olsun",Arabian,1658150712864387072,Türkçe,Arap Karşıtı,"  Kendi milletimden artık  midem bulanıyor,inancım kalmadı dempremde cebimdeki son kurusa kadar yardim ettim.kefesinsiz, toplu olarak gomulenlere bile uzulmediler,oylarıyla ülkeyi bitirdiler,bu secimi ülkeye yerleşen yabancılar kazandı, millette arap goy goyculari armağan olsun"
13772,['Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu'],3,['Simgeleştirme'],Zayıf,"@katherinabenm @pinar83z @salomaleyke Atatürke kefere diyende chp de, Atatürk Ermeni soykırımı yaptı diyen de! Atatürke de Atatürkçülere it sürüsü diyende ortagınız şu an! hiç bile veremem kusura bakma 🤷‍♀️rte tarafında sırtını  ypgyye oraya buraya dayayanda yok! E biz burdan devam.
sana byy by",Armenian,1658152634413462016,Türkçe,Ermeni Karşıtı,"   Atatürke kefere diyende chp de, Atatürk Ermeni soykırımı yaptı diyen de! Atatürke de Atatürkçülere it sürüsü diyende ortagınız şu an! hiç bile veremem kusura bakma 🤷‍♀️rte tarafında sırtını  ypgyye oraya buraya dayayanda yok! E biz burdan devam.
sana byy by"
13775,['Irk/Etnik Köken'],3,['Dışlama; Ayrımcı Söylem'],Yok,"#YAZIKLAROLSUN Kadın ve Türk düşmanı, şehit Gaffar Okan'ın katilleri ve H*zbullah'ın siyasi uzantısı olan Hüda-Par meclise girmiş. AKP'ye oy verenler, Laik Türkiye Cumhuriyeti'nin Meclisine şeriatçı Arap özentilerini soktular. Bu, Cumhuriyet tarihinde görülmemiş bir skandaldır https://t.co/HV9V4dEtZK",Arabian,1658153012936815104,Türkçe,Arap Karşıtı,"#YAZIKLAROLSUN Kadın ve Türk düşmanı, şehit Gaffar Okan'ın katilleri ve H*zbullah'ın siyasi uzantısı olan Hüda-Par meclise girmiş. AKP'ye oy verenler, Laik Türkiye Cumhuriyeti'nin Meclisine şeriatçı Arap özentilerini soktular. Bu, Cumhuriyet tarihinde görülmemiş bir skandaldır "
13778,['Irk/Etnik Köken'],6,"['Dışlama; Ayrımcı Söylem', 'Nefret söylemi bulunmuyor']",Yok,"@KemalMelissa @umitozdag Sadece arap değil istemediklerimiz, mesela anayasanın ilk 4 maddesine ve madde 66ya dokunulmasın istiyoruz, terörün her türlüsüyle mücadele istiyoruz.",Arabian,1658153069555613952,Türkçe,Arap Karşıtı,"  Sadece arap değil istemediklerimiz, mesela anayasanın ilk 4 maddesine ve madde 66ya dokunulmasın istiyoruz, terörün her türlüsüyle mücadele istiyoruz."
13781,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",0,"['Dışlama; Ayrımcı Söylem', 'Nefret söylemi bulunmuyor']",Yok,"@ulketv @mustafayildiztv @hasanozturke @basbugcoskun @yhacisalihoglu @adem_palabiyik butun Turkiyeli ögrencilere ögretmenlere siyasilere dna ırk testi yapilarak aciklanmali
 kim yahudi geni tasiyor kim yunan geni tasiyor kim ermeni geni tasiyor",Armenian,1658153387953730048,Türkçe,Ermeni Karşıtı,"      butun Turkiyeli ögrencilere ögretmenlere siyasilere dna ırk testi yapilarak aciklanmali
 kim yahudi geni tasiyor kim yunan geni tasiyor kim ermeni geni tasiyor"
13784,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@MERKRAZ432221 @AhmettDonmez Senin ermeni ne vaad etti peki. Kürtlere özerklik yani iç savaş. 50 bin kişi depremde öldü bu yetmez deyip bir 200 bin kişiyi de iç savaş çıkartıp öldürtecekti. Allahtan verilmiş sadakamız varmış.,Armenian,1658154056597090048,Türkçe,Ermeni Karşıtı,  Senin ermeni ne vaad etti peki. Kürtlere özerklik yani iç savaş. 50 bin kişi depremde öldü bu yetmez deyip bir 200 bin kişiyi de iç savaş çıkartıp öldürtecekti. Allahtan verilmiş sadakamız varmış.
13787,['Irk/Etnik Köken'],Emin değilim.,['Emin değilim'],Yok,"@RTErdogan Afrika'da ,fransa da mozambik te yasayan Türkiye'nin kaderini belirliyorsa, üstüne üstlük memleket arap ülkesine dönmüşse vah benim vatanıma",Arabian,1658154134346904064,Türkçe,Arap Karşıtı," Afrika'da ,fransa da mozambik te yasayan Türkiye'nin kaderini belirliyorsa, üstüne üstlük memleket arap ülkesine dönmüşse vah benim vatanıma"
13790,"['Irk/Etnik Köken', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",6,['Simgeleştirme'],Yok,@fatihportakal Azerbaycandan dost olmaz dedinya dogru demissin senin gibi ermeni tohumlarina azerbaycandan dost olmaz dogru tespitte bulunmussun..onu bunu yargiliyicaz diyosunuzya.Turkiye sizin degil kendinize gelin siz Turkiyeyi temsil etmiyosunuz siz ermenistani avrupayi temsil ediyosunuz.,Armenian,1658154910624390912,Türkçe,Ermeni Karşıtı, Azerbaycandan dost olmaz dedinya dogru demissin senin gibi ermeni tohumlarina azerbaycandan dost olmaz dogru tespitte bulunmussun..onu bunu yargiliyicaz diyosunuzya.Turkiye sizin degil kendinize gelin siz Turkiyeyi temsil etmiyosunuz siz ermenistani avrupayi temsil ediyosunuz.
13793,['Irk/Etnik Köken'],1,"['Dışlama; Ayrımcı Söylem', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Yok,@1903Kutayhan @consahins Aynen arapça öğrende 5 sene içinde ülkenin yarısı arap olunca araplara da anlatırsın vatana sahip çıkmayı,Arabian,1658155370399904000,Türkçe,Arap Karşıtı,  Aynen arapça öğrende 5 sene içinde ülkenin yarısı arap olunca araplara da anlatırsın vatana sahip çıkmayı
13796,['Irk/Etnik Köken'],4,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,@denizakb3 Ermeni soykırımı palavra olduğunu uluslarası kamuoyunda kanıtlayalım. Ermenistan’a tazminat ödettirelim. Kafkasya’da devletlerarası ilişkileri güçlendirelim. Karadeniz Devletleri iş birliği platformu kuralım. Ukraynayı TDT na üye işlemlerini başlatalım.,Armenian,1658156176876483072,Türkçe,Ermeni Karşıtı, Ermeni soykırımı palavra olduğunu uluslarası kamuoyunda kanıtlayalım. Ermenistan’a tazminat ödettirelim. Kafkasya’da devletlerarası ilişkileri güçlendirelim. Karadeniz Devletleri iş birliği platformu kuralım. Ukraynayı TDT na üye işlemlerini başlatalım.
13799,"['Ülke/Milliyet', 'Din', 'Hedef grup birden fazla.']",10,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Şiddetli,@mt_goksu Ben size diye bileceğim tek şey yavşaksınız piç si iz sizin ananız babanız belli değil ermeni yahudi piçleri,Armenian,1658156580288844032,Türkçe,Ermeni Karşıtı, Ben size diye bileceğim tek şey yavşaksınız piç si iz sizin ananız babanız belli değil ermeni yahudi piçleri
13802,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@tubaprlkcfc @alicanpas @hsnksc8787 @the_vatansever @orvelozbayrak @fercur @kilicdarogluk Canan kaftancıoğlu ve benzeri ermeni seviciler partiden gönderilecek eski atatürkçü parti sıfatına geri dönecek ve milliyetçilerin de oylarını arkasına alarak kazanacak çözüm basit. Başta kk aday olmayacaktı artık o da geçti. Anca kazanılırsa böyle kazanılır. Yoksa anca... Alınır,Armenian,1658156671430959104,Türkçe,Ermeni Karşıtı,       Canan kaftancıoğlu ve benzeri ermeni seviciler partiden gönderilecek eski atatürkçü parti sıfatına geri dönecek ve milliyetçilerin de oylarını arkasına alarak kazanacak çözüm basit. Başta kk aday olmayacaktı artık o da geçti. Anca kazanılırsa böyle kazanılır. Yoksa anca... Alınır
13805,['Din'],1,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Yok,"@berkcandogan Kesinlikle katılıyorum. 

Sırf Alevi olduğu için eminim milyonlarca kişi oy vermedi.

Erdoğan ise karşısındaki EN ZAYIF adayı bile yenemedi.🤣🤧",Alevi,1658156920232979968,Türkçe,Alevi Karşıtı," Kesinlikle katılıyorum. 

Sırf Alevi olduğu için eminim milyonlarca kişi oy vermedi.

Erdoğan ise karşısındaki EN ZAYIF adayı bile yenemedi.🤣🤧"
13808,['Ülke/Milliyet'],3,['Simgeleştirme'],Yok,@absurtolaylar Bakın akp yi desteklemiyorum ama o yardımlar insanlık adına yapıldı. Hangi siyasi görüşü etnik kökeni falan umrumda değil. Buna hayır diyen bir Ermeni kadar bile olamaz. Çünkü onlar yardıma geldiler.,Armenian,1658157621419945984,Türkçe,Ermeni Karşıtı, Bakın akp yi desteklemiyorum ama o yardımlar insanlık adına yapıldı. Hangi siyasi görüşü etnik kökeni falan umrumda değil. Buna hayır diyen bir Ermeni kadar bile olamaz. Çünkü onlar yardıma geldiler.
13811,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@Ahrili4 @ylcntsn54 @sadecesidde @RTErdogan Normalde karışmam bu şeylere ama Türk milletinin lideri deyip bi Ermeni peşinde gitmek salaklığı görüyorum bazı şizofrenlerde,Armenian,1658158051461935104,Türkçe,Ermeni Karşıtı,    Normalde karışmam bu şeylere ama Türk milletinin lideri deyip bi Ermeni peşinde gitmek salaklığı görüyorum bazı şizofrenlerde
13814,['Ülke/Milliyet'],3,['Simgeleştirme'],Zayıf,@fercur @kilicdarogluk Neden mi? Çünkü burası Türk Yurdu. Ermeni @kilicdarogluk'na ve Bölücülere oy istiyorsun. Uyanın artık... https://t.co/b5QH93G7N1,Armenian,1658158135595479040,Türkçe,Ermeni Karşıtı,  Neden mi? Çünkü burası Türk Yurdu. Ermeni 'na ve Bölücülere oy istiyorsun. Uyanın artık... 
13817,['Irk/Etnik Köken'],3,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Yok,@Uzaktan_Gelen_ Ortadoğu bataklığına döndü ülke... Daha da kötü günler gelecek. Üniter devletin ruhuna da fatiha... 10 milyon Arap vatandaş yapılacak. Anadolu İslam Cumhuriyeti'ne doğru  tam gaz gidiyoruz.,Arabian,1658158276779945984,Türkçe,Arap Karşıtı, Ortadoğu bataklığına döndü ülke... Daha da kötü günler gelecek. Üniter devletin ruhuna da fatiha... 10 milyon Arap vatandaş yapılacak. Anadolu İslam Cumhuriyeti'ne doğru  tam gaz gidiyoruz.
13820,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@fercur @kilicdarogluk Neden mi? Çünkü burası Türk Yurdu. Ermeni @kilicdarogluk'na ve Bölücülere oy istiyorsun. Uyanın artık... https://t.co/DojptOBRzD,Armenian,1658158293452292096,Türkçe,Ermeni Karşıtı,  Neden mi? Çünkü burası Türk Yurdu. Ermeni 'na ve Bölücülere oy istiyorsun. Uyanın artık... 
13823,['Irk/Etnik Köken'],1,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,@HseyinDemirko15 @zyapicioglu Ben Türküm ama sizin inandığınız Allaha inanmıyorum.. ve atalarım dedelerim bu topraklarda yaşamış dedem Gazi.. savaşmış kan falan dökmüşler.. yani annıyonnu..! napcaz şimdi.. ha bi de seni seçmedim ve arap kültüründen🤢 .. durum bu..!!,Arabian,1658158384330288896,Türkçe,Arap Karşıtı,  Ben Türküm ama sizin inandığınız Allaha inanmıyorum.. ve atalarım dedelerim bu topraklarda yaşamış dedem Gazi.. savaşmış kan falan dökmüşler.. yani annıyonnu..! napcaz şimdi.. ha bi de seni seçmedim ve arap kültüründen🤢 .. durum bu..!!
13826,"['Ülke/Milliyet', 'Hedef grup birden fazla.']",7,"['Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Şiddetli,"@fazlatakmiyorum @itsfatibitch Dedi ve o kadar şehidin katillerine, ermeni soykırımı var diyen ermeni artıklarına fetöcülere bebek katillerine oy verdi.",Armenian,1658159477940530944,Türkçe,Ermeni Karşıtı,"  Dedi ve o kadar şehidin katillerine, ermeni soykırımı var diyen ermeni artıklarına fetöcülere bebek katillerine oy verdi."
13829,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@Dinamo_Bey @hicetikdegill Şunun medeniyetten uzak yetişmiş Arap bir Bedevi olduğunu anlamayan kesinlikle Avrupada yaşıyordur.,Arabian,1658159744505328128,Türkçe,Arap Karşıtı,  Şunun medeniyetten uzak yetişmiş Arap bir Bedevi olduğunu anlamayan kesinlikle Avrupada yaşıyordur.
13832,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,Syn @kilicdarogluk kazandığın 1 tane savaş yok CHP ye geldiğinden beri şaibe kasetler ATATÜRK culeri tasviye etmen terör gurupları  ex akp ler Ermeni seviciler ile kol kola oldun 16 seçim kaybettin son bir şansın var syn @DrSinanOgan adına çekilmek bir sefer olsun doğru olanı yap,Armenian,1658160184185827072,Türkçe,Ermeni Karşıtı,Syn  kazandığın 1 tane savaş yok CHP ye geldiğinden beri şaibe kasetler ATATÜRK culeri tasviye etmen terör gurupları  ex akp ler Ermeni seviciler ile kol kola oldun 16 seçim kaybettin son bir şansın var syn  adına çekilmek bir sefer olsun doğru olanı yap
13835,['Ülke/Milliyet'],3,['Simgeleştirme'],Yok,"@Ayyildiz_ID @meral_aksener @kilicdarogluk Sizin Erdoğan'a olan düşmanlığınızın nedeni , 35 yıldır Ermeni işgalinde olan Karabağ'ı Ermeni işgalinden kurtardığı içindir..
Türk çülüğünüz hepsi MASKE ey Bizan torunu çok iyi biliriz sizi.",Armenian,1658160785800015872,Türkçe,Ermeni Karşıtı,"   Sizin Erdoğan'a olan düşmanlığınızın nedeni , 35 yıldır Ermeni işgalinde olan Karabağ'ı Ermeni işgalinden kurtardığı içindir..
Türk çülüğünüz hepsi MASKE ey Bizan torunu çok iyi biliriz sizi."
13838,"['Irk/Etnik Köken', 'Ülke/Milliyet']",4,['Dışlama; Ayrımcı Söylem'],Yok,"@E_Duymac Biz tarih sahnesine Mustafa Kemal'le çıktık. 19 Mayıs 1919'da Samsun'a ayak bastı. Fethetti alemi bizi yarattı. Bir fayda görmedik arap felsefesinden, Gazi bize bir din ver Türk nefesinden.🐺🐺🐺",Arabian,1658161145612493056,Türkçe,Arap Karşıtı," Biz tarih sahnesine Mustafa Kemal'le çıktık. 19 Mayıs 1919'da Samsun'a ayak bastı. Fethetti alemi bizi yarattı. Bir fayda görmedik arap felsefesinden, Gazi bize bir din ver Türk nefesinden.🐺🐺🐺"
13841,['Irk/Etnik Köken'],5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"biri şunun kemal başkan yerine erdoğan'ın olduğu, mermi yerine mülteci arap aile bastığı versiyonunu yapamaz mı ya? en az 4 çocuklu aile figürü olmalı https://t.co/UyXAEkkARH",Arabian,1658161427222343936,Türkçe,Arap Karşıtı,"biri şunun kemal başkan yerine erdoğan'ın olduğu, mermi yerine mülteci arap aile bastığı versiyonunu yapamaz mı ya? en az 4 çocuklu aile figürü olmalı "
13844,['Irk/Etnik Köken'],1,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Abartma; Genelleme; Yükleme; Çarpıtma']",Yok,"@wolviyim Çok geç. Oğan cumhura katılıp sigorta görevi görmeli, kk’yı desteklerse ne laikliğin ne anayasanın garantisi kalır elimizde. Arap işgali de cabası.",Arabian,1658162332143431936,Türkçe,Arap Karşıtı," Çok geç. Oğan cumhura katılıp sigorta görevi görmeli, kk’yı desteklerse ne laikliğin ne anayasanın garantisi kalır elimizde. Arap işgali de cabası."
13847,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@huseyingunes @RTErdogan Biz müslümanız,bizim liderimizde müslüman olacak ermeni değil,siz oralardan buraya burnunuzu sokmayın.",Armenian,1658162829780824064,Türkçe,Ermeni Karşıtı,"  Biz müslümanız,bizim liderimizde müslüman olacak ermeni değil,siz oralardan buraya burnunuzu sokmayın."
13850,"['Irk/Etnik Köken', 'Din', 'Hedef grup birden fazla.']",7,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,"Bu ülkede seküler ve dindarların hikayesi yeterince girift. Biri milletin diğeri devletin sahibi sandı kendini. İki taraf da hem mağdur hem mağrur oldu. Ama unutmamak gerekiyor ki Ermeni olmadı, Kürt olmadı, Alevi olmadı.",Armenian,1658162917093649920,Türkçe,Ermeni Karşıtı,"Bu ülkede seküler ve dindarların hikayesi yeterince girift. Biri milletin diğeri devletin sahibi sandı kendini. İki taraf da hem mağdur hem mağrur oldu. Ama unutmamak gerekiyor ki Ermeni olmadı, Kürt olmadı, Alevi olmadı."
